"Gene","Chromosome","Arm","Cytoband","Start","ChrArm"
"RNU6-173P","Chr4","q","4q35.2",188121531,"Chr4q"
"TRIML1","Chr4","q","4q35.2",188139441,"Chr4q"
"FLJ36180","Chr4","q","4q35.2",188139441,"Chr4q"
"RNF209","Chr4","q","4q35.2",188139441,"Chr4q"
"LINC02434","Chr4","q","4q35.2",188159705,"Chr4q"
"RPL7AP27","Chr4","q","4q35.2",188349376,"Chr4q"
"ICE2P1","Chr4","q","4q35.2",188387471,"Chr4q"
"NARG2P1","Chr4","q","4q35.2",188387471,"Chr4q"
"LINC01060","Chr4","q","4q35.2",188400736,"Chr4q"
"RNU7-192P","Chr4","q","4q35.2",188716665,"Chr4q"
"LINC02508","Chr4","q","4q35.2",188776657,"Chr4q"
"HSP90AA4P","Chr4","q","4q35.2",189472965,"Chr4q"
"HSPCAL2","Chr4","q","4q35.2",189472965,"Chr4q"
"LINC01262","Chr4","q","4q35.2",189659605,"Chr4q"
"RP11-462G22.1","Chr4","q","4q35.2",189659605,"Chr4q"
"TCONS_L2_00021807","Chr4","q","4q35.2",189659605,"Chr4q"
"RNU1-51P","Chr4","q","4q35.2",189709539,"Chr4q"
"FRG1-DT","Chr4","q","4q35.2",189764391,"Chr4q"
"LINC01596","Chr4","q","4q35.2",189881515,"Chr4q"
"TCONS_00007705","Chr4","q","4q35.2",189881515,"Chr4q"
"FRG1","Chr4","q","4q35.2",189940855,"Chr4q"
"FRG1A","Chr4","q","4q35.2",189940855,"Chr4q"
"FSG1","Chr4","q","4q35.2",189940855,"Chr4q"
"MLLT10P2","Chr4","q","4q35.2",189973599,"Chr4q"
"TUBB7P","Chr4","q","4q35.2",189982523,"Chr4q"
"TUBB4Q","Chr4","q","4q35.2",189982523,"Chr4q"
"RNA5SP174","Chr4","q","4q35.2",190015138,"Chr4q"
"RN5S174","Chr4","q","4q35.2",190015138,"Chr4q"
"RNA5SP175","Chr4","q","4q35.2",190017696,"Chr4q"
"RN5S175","Chr4","q","4q35.2",190017696,"Chr4q"
"DUX4L9","Chr4","q","4q35.2",190021407,"Chr4q"
"FRG2","Chr4","q","4q35.2",190024367,"Chr4q"
"FRG2A","Chr4","q","4q35.2",190024367,"Chr4q"
"RARRES2P4","Chr4","q","4q35.2",190037916,"Chr4q"
"AGGF1P1","Chr4","q","4q35.2",190041342,"Chr4q"
"CLUHP4","Chr4","q","4q35.2",190057902,"Chr4q"
"KIAA0664L4","Chr4","q","4q35.2",190057902,"Chr4q"
"KIAA0664P4","Chr4","q","4q35.2",190057902,"Chr4q"
"DBET","Chr4","q","4q35.2",190064502,"Chr4q"
"DBE-T","Chr4","q","4q35.2",190064502,"Chr4q"
"DUX4L30","Chr4","q","4q35.2",190064502,"Chr4q"
"DUX4L8","Chr4","q","4q35.2",190067935,"Chr4q"
"DUX2","Chr4","q","4q35.2",190067935,"Chr4q"
"DUX4","Chr4","q","4q35.2",190067935,"Chr4q"
"DUX4L7","Chr4","q","4q35.2",190071232,"Chr4q"
"DUX4L6","Chr4","q","4q35.2",190074525,"Chr4q"
"DUX4L5","Chr4","q","4q35.2",190077818,"Chr4q"
"DUX4L4","Chr4","q","4q35.2",190081118,"Chr4q"
"DUX4L1","Chr4","q","4q35.2",190084412,"Chr4q"
"DUX4L3","Chr4","q","4q35.2",190087705,"Chr4q"
"DUX4L2","Chr4","q","4q35.2",190091005,"Chr4q"
"RPL23AP84","Chr4","q","4q35.2",190195727,"Chr4q"
"SPICP4","Chr5","p","5p15.33",58198,"Chr5p"
"PLEKHG4B","Chr5","p","5p15.33",92168,"Chr5p"
"KIAA1909","Chr5","p","5p15.33",92168,"Chr5p"
"LRRC14B","Chr5","p","5p15.33",191495,"Chr5p"
"CCDC127","Chr5","p","5p15.33",196868,"Chr5p"
"FLJ25701","Chr5","p","5p15.33",196868,"Chr5p"
"SDHA","Chr5","p","5p15.33",218303,"Chr5p"
"SDH2","Chr5","p","5p15.33",218303,"Chr5p"
"SDHF","Chr5","p","5p15.33",218303,"Chr5p"
"PDCD6-DT","Chr5","p","5p15.33",269295,"Chr5p"
"HRAT5","Chr5","p","5p15.33",269295,"Chr5p"
"PDCD6","Chr5","p","5p15.33",271621,"Chr5p"
"ALG-2","Chr5","p","5p15.33",271621,"Chr5p"
"PEF1B","Chr5","p","5p15.33",271621,"Chr5p"
"PDCD6-AHRR","Chr5","p","5p15.33",271670,"Chr5p"
"PPP4R2P1","Chr5","p","5p15.33",288833,"Chr5p"
"AHRR","Chr5","p","5p15.33",321714,"Chr5p"
"AHH","Chr5","p","5p15.33",321714,"Chr5p"
"AHHR","Chr5","p","5p15.33",321714,"Chr5p"
"BHLHE77","Chr5","p","5p15.33",321714,"Chr5p"
"KIAA1234","Chr5","p","5p15.33",321714,"Chr5p"
"EXOC3-AS1","Chr5","p","5p15.33",441498,"Chr5p"
"C5ORF55","Chr5","p","5p15.33",441498,"Chr5p"
"EXOC3","Chr5","p","5p15.33",443175,"Chr5p"
"SEC6","Chr5","p","5p15.33",443175,"Chr5p"
"SEC6L1","Chr5","p","5p15.33",443175,"Chr5p"
"SLC9A3-OT1","Chr5","p","5p15.33",466124,"Chr5p"
"PP7080","Chr5","p","5p15.33",466124,"Chr5p"
"SLC9A3","Chr5","p","5p15.33",470456,"Chr5p"
"NHE-3","Chr5","p","5p15.33",470456,"Chr5p"
"NHE3","Chr5","p","5p15.33",470456,"Chr5p"
"SLC9A3-AS1","Chr5","p","5p15.33",473236,"Chr5p"
"UC011CLY.2","Chr5","p","5p15.33",473236,"Chr5p"
"MIR4456","Chr5","p","5p15.33",535840,"Chr5p"
"HSA-MIR-4456","Chr5","p","5p15.33",535840,"Chr5p"
"CEP72-DT","Chr5","p","5p15.33",602620,"Chr5p"
"CEP72","Chr5","p","5p15.33",612340,"Chr5p"
"FLJ10565","Chr5","p","5p15.33",612340,"Chr5p"
"KIAA1519","Chr5","p","5p15.33",612340,"Chr5p"
"TPPP","Chr5","p","5p15.33",659862,"Chr5p"
"P25","Chr5","p","5p15.33",659862,"Chr5p"
"P25ALPHA","Chr5","p","5p15.33",659862,"Chr5p"
"TPPP/P25","Chr5","p","5p15.33",659862,"Chr5p"
"TPPP1","Chr5","p","5p15.33",659862,"Chr5p"
"FREP1","Chr5","p","5p15.33",659862,"Chr5p"
"ZDHHC11B","Chr5","p","5p15.33",710355,"Chr5p"
"BRD9P2","Chr5","p","5p15.33",767382,"Chr5p"
"ZDHHC11","Chr5","p","5p15.33",795605,"Chr5p"
"FLJ13153","Chr5","p","5p15.33",795605,"Chr5p"
"ZNF399","Chr5","p","5p15.33",795605,"Chr5p"
"SPCS2P3","Chr5","p","5p15.33",816346,"Chr5p"
"BRD9","Chr5","p","5p15.33",850291,"Chr5p"
"FLJ13441","Chr5","p","5p15.33",850291,"Chr5p"
"SMARCI2","Chr5","p","5p15.33",850291,"Chr5p"
"TRIP13","Chr5","p","5p15.33",892884,"Chr5p"
"16E1BP","Chr5","p","5p15.33",892884,"Chr5p"
"LINC02982","Chr5","p","5p15.33",987180,"Chr5p"
"NKD2","Chr5","p","5p15.33",1008802,"Chr5p"
"NAKED2","Chr5","p","5p15.33",1008802,"Chr5p"
"SLC12A7","Chr5","p","5p15.33",1050384,"Chr5p"
"DKFZP434F076","Chr5","p","5p15.33",1050384,"Chr5p"
"KCC4","Chr5","p","5p15.33",1050384,"Chr5p"
"MIR4635","Chr5","p","5p15.33",1062896,"Chr5p"
"HSA-MIR-4635","Chr5","p","5p15.33",1062896,"Chr5p"
"TERLR1","Chr5","p","5p15.33",1173141,"Chr5p"
"BC032469","Chr5","p","5p15.33",1173141,"Chr5p"
"SLC6A19","Chr5","p","5p15.33",1201595,"Chr5p"
"B0AT1","Chr5","p","5p15.33",1201595,"Chr5p"
"SLC6A18","Chr5","p","5p15.33",1225381,"Chr5p"
"FLJ31236","Chr5","p","5p15.33",1225381,"Chr5p"
"XTRP2","Chr5","p","5p15.33",1225381,"Chr5p"
"TERT","Chr5","p","5p15.33",1253147,"Chr5p"
"EST2","Chr5","p","5p15.33",1253147,"Chr5p"
"HEST2","Chr5","p","5p15.33",1253147,"Chr5p"
"TCS1","Chr5","p","5p15.33",1253147,"Chr5p"
"TP2","Chr5","p","5p15.33",1253147,"Chr5p"
"TRT","Chr5","p","5p15.33",1253147,"Chr5p"
"MIR4457","Chr5","p","5p15.33",1309310,"Chr5p"
"HSA-MIR-4457","Chr5","p","5p15.33",1309310,"Chr5p"
"CLPTM1L","Chr5","p","5p15.33",1317752,"Chr5p"
"CRR9","Chr5","p","5p15.33",1317752,"Chr5p"
"FLJ14400","Chr5","p","5p15.33",1317752,"Chr5p"
"LINC01511","Chr5","p","5p15.33",1353896,"Chr5p"
"RP11-325I22.2","Chr5","p","5p15.33",1353896,"Chr5p"
"MTCO2P32","Chr5","p","5p15.33",1370543,"Chr5p"
"SLC6A3","Chr5","p","5p15.33",1392794,"Chr5p"
"DAT","Chr5","p","5p15.33",1392794,"Chr5p"
"DAT1","Chr5","p","5p15.33",1392794,"Chr5p"
"LPCAT1","Chr5","p","5p15.33",1456480,"Chr5p"
"AYTL2","Chr5","p","5p15.33",1456480,"Chr5p"
"FLJ12443","Chr5","p","5p15.33",1456480,"Chr5p"
"LPLAT8","Chr5","p","5p15.33",1456480,"Chr5p"
"MIR6075","Chr5","p","5p15.33",1510762,"Chr5p"
"HSA-MIR-6075","Chr5","p","5p15.33",1510762,"Chr5p"
"SDHAP3","Chr5","p","5p15.33",1572222,"Chr5p"
"SDHACL","Chr5","p","5p15.33",1572222,"Chr5p"
"SDHAL","Chr5","p","5p15.33",1572222,"Chr5p"
"LINC03067","Chr5","p","5p15.33",1594626,"Chr5p"
"AC026412.3","Chr5","p","5p15.33",1594626,"Chr5p"
"PDCD6P1","Chr5","p","5p15.33",1598920,"Chr5p"
"PPP4R2P5","Chr5","p","5p15.33",1614836,"Chr5p"
"MIR4277","Chr5","p","5p15.33",1708785,"Chr5p"
"HSA-MIR-4277","Chr5","p","5p15.33",1708785,"Chr5p"
"MRPL36","Chr5","p","5p15.33",1798385,"Chr5p"
"L36MT","Chr5","p","5p15.33",1798385,"Chr5p"
"MRP-L36","Chr5","p","5p15.33",1798385,"Chr5p"
"PRPL36","Chr5","p","5p15.33",1798385,"Chr5p"
"RPMJ","Chr5","p","5p15.33",1798385,"Chr5p"
"NDUFS6","Chr5","p","5p15.33",1801407,"Chr5p"
"CI-13KA","Chr5","p","5p15.33",1801407,"Chr5p"
"LINC02116","Chr5","p","5p15.33",1855970,"Chr5p"
"IRX4","Chr5","p","5p15.33",1877413,"Chr5p"
"IRX4-AS1","Chr5","p","5p15.33",1883315,"Chr5p"
"CTD-2194D22.4","Chr5","p","5p15.33",1887332,"Chr5p"
"LSINCT5","Chr5","p","5p15.33",2712591,"Chr5p"
"IRX2","Chr5","p","5p15.33",2745845,"Chr5p"
"IRX2-DT","Chr5","p","5p15.33",2752131,"Chr5p"
"C5ORF38","Chr5","p","5p15.33",2752131,"Chr5p"
"CEI","Chr5","p","5p15.33",2752131,"Chr5p"
"IRX2NB","Chr5","p","5p15.33",2752131,"Chr5p"
"LINC01377","Chr5","p","5p15.33",3177835,"Chr5p"
"LINC01019","Chr5","p","5p15.33",3357264,"Chr5p"
"LINC02162","Chr5","p","5p15.33",3452816,"Chr5p"
"LINC01017","Chr5","p","5p15.33",3496229,"Chr5p"
"IRX1","Chr5","p","5p15.33",3595832,"Chr5p"
"IRX-5","Chr5","p","5p15.33",3595832,"Chr5p"
"LINC02063","Chr5","p","5p15.33",4135638,"Chr5p"
"CTD-2008N3.1","Chr5","p","5p15.33",4135638,"Chr5p"
"LINC02114","Chr5","p","5p15.32",4773481,"Chr5p"
"LINC01020","Chr5","p","5p15.32",4987789,"Chr5p"
"LINC02121","Chr5","p","5p15.32",5069192,"Chr5p"
"RN7SKP73","Chr5","p","5p15.32",5126046,"Chr5p"
"ADAMTS16-DT","Chr5","p","5p15.32",5132084,"Chr5p"
"ADAMTS16","Chr5","p","5p15.32",5140330,"Chr5p"
"ADAMTS16S","Chr5","p","5p15.32",5140330,"Chr5p"
"ALG3P1","Chr5","p","5p15.32",5375723,"Chr5p"
"MTCO1P30","Chr5","p","5p15.32",5395378,"Chr5p"
"MTCO2P30","Chr5","p","5p15.32",5395972,"Chr5p"
"MTCO1P31","Chr5","p","5p15.32",5396477,"Chr5p"
"ICE1","Chr5","p","5p15.32",5420664,"Chr5p"
"KIAA0947","Chr5","p","5p15.32",5420664,"Chr5p"
"HMGB3P3","Chr5","p","5p15.32",6289857,"Chr5p"
"LINC02145","Chr5","p","5p15.31",6310441,"Chr5p"
"FLJ33360","Chr5","p","5p15.31",6310441,"Chr5p"
"MED10","Chr5","p","5p15.31",6371874,"Chr5p"
"MGC5309","Chr5","p","5p15.31",6371874,"Chr5p"
"NUT2","Chr5","p","5p15.31",6371874,"Chr5p"
"TRG20","Chr5","p","5p15.31",6371874,"Chr5p"
"UBE2QL1","Chr5","p","5p15.31",6448859,"Chr5p"
"FLJ25076","Chr5","p","5p15.31",6448859,"Chr5p"
"LINC01018","Chr5","p","5p15.31",6582136,"Chr5p"
"NSUN2","Chr5","p","5p15.31",6599239,"Chr5p"
"FLJ20303","Chr5","p","5p15.31",6599239,"Chr5p"
"MISU","Chr5","p","5p15.31",6599239,"Chr5p"
"MRT5","Chr5","p","5p15.31",6599239,"Chr5p"
"SAKI","Chr5","p","5p15.31",6599239,"Chr5p"
"TRM4","Chr5","p","5p15.31",6599239,"Chr5p"
"SRD5A1","Chr5","p","5p15.31",6633290,"Chr5p"
"LINC02102","Chr5","p","5p15.31",6686325,"Chr5p"
"TENT4A","Chr5","p","5p15.31",6713432,"Chr5p"
"LAK-1","Chr5","p","5p15.31",6713432,"Chr5p"
"PAPD7","Chr5","p","5p15.31",6713432,"Chr5p"
"POLK","Chr5","p","5p15.31",6713432,"Chr5p"
"POLS","Chr5","p","5p15.31",6713432,"Chr5p"
"TRF4","Chr5","p","5p15.31",6713432,"Chr5p"
"TRF4-1","Chr5","p","5p15.31",6713432,"Chr5p"
"LINC02236","Chr5","p","5p15.31",6765891,"Chr5p"
"RP11-332J15.1","Chr5","p","5p15.31",6765891,"Chr5p"
"MIR4278","Chr5","p","5p15.31",6827853,"Chr5p"
"HSA-MIR-4278","Chr5","p","5p15.31",6827853,"Chr5p"
"LINC02196","Chr5","p","5p15.31",6839460,"Chr5p"
"RN7SKP79","Chr5","p","5p15.31",6848127,"Chr5p"
"RNA5SP176","Chr5","p","5p15.31",7047227,"Chr5p"
"RN5S176","Chr5","p","5p15.31",7047227,"Chr5p"
"LINC02123","Chr5","p","5p15.31",7346986,"Chr5p"
"LINC02142","Chr5","p","5p15.31",7373115,"Chr5p"
"ADCY2","Chr5","p","5p15.31",7396138,"Chr5p"
"AC2","Chr5","p","5p15.31",7396138,"Chr5p"
"HBAC2","Chr5","p","5p15.31",7396138,"Chr5p"
"KIAA1060","Chr5","p","5p15.31",7396138,"Chr5p"
"CFAP90","Chr5","p","5p15.31",7830378,"Chr5p"
"C5ORF49","Chr5","p","5p15.31",7830378,"Chr5p"
"LOC134121","Chr5","p","5p15.31",7830378,"Chr5p"
"MTRR","Chr5","p","5p15.31",7851186,"Chr5p"
"CBLE","Chr5","p","5p15.31",7851186,"Chr5p"
"FASTKD3","Chr5","p","5p15.31",7859159,"Chr5p"
"FLJ23274","Chr5","p","5p15.31",7859159,"Chr5p"
"MGC5297","Chr5","p","5p15.31",7859159,"Chr5p"
"RNU1-76P","Chr5","p","5p15.31",7980146,"Chr5p"
"LINC02226","Chr5","p","5p15.31",8333481,"Chr5p"
"MIR4458HG","Chr5","p","5p15.31",8450701,"Chr5p"
"MIR4458","Chr5","p","5p15.31",8460925,"Chr5p"
"HSA-MIR-4458","Chr5","p","5p15.31",8460925,"Chr5p"
"MTND6P2","Chr5","p","5p15.31",8618581,"Chr5p"
"MTCYBP37","Chr5","p","5p15.31",8619178,"Chr5p"
"LINC02199","Chr5","p","5p15.31",8839699,"Chr5p"
"SEMA5A","Chr5","p","5p15.31",9035033,"Chr5p"
"SEMF","Chr5","p","5p15.31",9035033,"Chr5p"
"MIR4636","Chr5","p","5p15.31",9053816,"Chr5p"
"HSA-MIR-4636","Chr5","p","5p15.31",9053816,"Chr5p"
"SEMA5A-AS1","Chr5","p","5p15.31",9511333,"Chr5p"
"SNHG18","Chr5","p","5p15.31",9546170,"Chr5p"
"SNORD123","Chr5","p","5p15.31",9548836,"Chr5p"
"TAS2R1","Chr5","p","5p15.31",9627347,"Chr5p"
"T2R1","Chr5","p","5p15.31",9627347,"Chr5p"
"TRB7","Chr5","p","5p15.31",9627347,"Chr5p"
"LINC02112","Chr5","p","5p15.2",9641305,"Chr5p"
"RNA5SP177","Chr5","p","5p15.31",9760907,"Chr5p"
"RN5S177","Chr5","p","5p15.31",9760907,"Chr5p"
"LINC02221","Chr5","p","5p15.31",9854371,"Chr5p"
"ATPSCKMT","Chr5","p","5p15.2",10225507,"Chr5p"
"FAM173B","Chr5","p","5p15.2",10225507,"Chr5p"
"JS-2","Chr5","p","5p15.2",10225507,"Chr5p"
"CCT5","Chr5","p","5p15.2",10249929,"Chr5p"
"KIAA0098","Chr5","p","5p15.2",10249929,"Chr5p"
"HEL-S-69","Chr5","p","5p15.2",10249929,"Chr5p"
"CMBL","Chr5","p","5p15.2",10275875,"Chr5p"
"FLJ23617","Chr5","p","5p15.2",10275875,"Chr5p"
"MARCHF6-DT","Chr5","p","5p15.2",10323547,"Chr5p"
"CTD-2256P15.2","Chr5","p","5p15.2",10323547,"Chr5p"
"PACMP","Chr5","p","5p15.2",10323547,"Chr5p"
"MARCHF6","Chr5","p","5p15.2",10353695,"Chr5p"
"MARCH-VI","Chr5","p","5p15.2",10353695,"Chr5p"
"MARCH6","Chr5","p","5p15.2",10353695,"Chr5p"
"RNF176","Chr5","p","5p15.2",10353695,"Chr5p"
"TEB4","Chr5","p","5p15.2",10353695,"Chr5p"
"ROPN1L-AS1","Chr5","p","5p15.2",10440983,"Chr5p"
"ROPN1L","Chr5","p","5p15.2",10441524,"Chr5p"
"FLJ25776","Chr5","p","5p15.2",10441524,"Chr5p"
"RSPH11","Chr5","p","5p15.2",10441524,"Chr5p"
"MIR6131","Chr5","p","5p15.2",10478037,"Chr5p"
"HSA-MIR-6131","Chr5","p","5p15.2",10478037,"Chr5p"
"LINC01513","Chr5","p","5p15.2",10479371,"Chr5p"
"RP11-1C1.7","Chr5","p","5p15.2",10479371,"Chr5p"
"TCONS_00009352","Chr5","p","5p15.2",10479371,"Chr5p"
"RPL30P7","Chr5","p","5p15.2",10488820,"Chr5p"
"LINC02212","Chr5","p","5p15.2",10493291,"Chr5p"
"LINC02213","Chr5","p","5p15.2",10504996,"Chr5p"
"ANKRD33B","Chr5","p","5p15.2",10564070,"Chr5p"
"ANKRD33B-AS1","Chr5","p","5p15.2",10627260,"Chr5p"
"DAP1","Chr5","p","5p15.2",10679230,"Chr5p"
"DAP-DT","Chr5","p","5p15.2",10761065,"Chr5p"
"CTNND2","Chr5","p","5p15.2",10971836,"Chr5p"
"GT24","Chr5","p","5p15.2",10971836,"Chr5p"
"NPRAP","Chr5","p","5p15.2",10971836,"Chr5p"
"RNU6-429P","Chr5","p","5p15.2",11027200,"Chr5p"
"RNU6-679P","Chr5","p","5p15.2",12297399,"Chr5p"
"LINC01194","Chr5","p","5p15.2",12574830,"Chr5p"
"CT49","Chr5","p","5p15.2",12574830,"Chr5p"
"TAG","Chr5","p","5p15.2",12574830,"Chr5p"
"LINC02220","Chr5","p","5p15.2",12914068,"Chr5p"
"RPS23P5","Chr5","p","5p15.2",13250235,"Chr5p"
"NENFP3","Chr5","p","5p15.2",13553654,"Chr5p"
"RPL29P13","Chr5","p","5p15.2",13637919,"Chr5p"
"DNAH5","Chr5","p","5p15.2",13690328,"Chr5p"
"CILD3","Chr5","p","5p15.2",13690328,"Chr5p"
"DNAHC5","Chr5","p","5p15.2",13690328,"Chr5p"
"HL1","Chr5","p","5p15.2",13690328,"Chr5p"
"KTGNR","Chr5","p","5p15.2",13690328,"Chr5p"
"PCD","Chr5","p","5p15.2",13690328,"Chr5p"
"TRIO","Chr5","p","5p15.2",14143342,"Chr5p"
"ARHGEF23","Chr5","p","5p15.2",14143342,"Chr5p"
"OTULINL","Chr5","p","5p15.2",14581792,"Chr5p"
"FAM105A","Chr5","p","5p15.2",14581792,"Chr5p"
"FLJ11127","Chr5","p","5p15.2",14581792,"Chr5p"
"NET20","Chr5","p","5p15.2",14581792,"Chr5p"
"CCT6P2","Chr5","p","5p15.2",14639426,"Chr5p"
"EEF1A1P13","Chr5","p","5p15.2",14651941,"Chr5p"
"EEF1AL11","Chr5","p","5p15.2",14651941,"Chr5p"
"OTULIN-DT","Chr5","p","5p15.2",14661808,"Chr5p"
"OTULIN","Chr5","p","5p15.2",14664664,"Chr5p"
"FAM105B","Chr5","p","5p15.2",14664664,"Chr5p"
"FLJ34884","Chr5","p","5p15.2",14664664,"Chr5p"
"ANKH","Chr5","p","5p15.2",14704800,"Chr5p"
"ANK","Chr5","p","5p15.2",14704800,"Chr5p"
"CCAL2","Chr5","p","5p15.2",14704800,"Chr5p"
"CMDJ","Chr5","p","5p15.2",14704800,"Chr5p"
"CPPDD","Chr5","p","5p15.2",14704800,"Chr5p"
"HANK","Chr5","p","5p15.2",14704800,"Chr5p"
"SLC62A1","Chr5","p","5p15.2",14704800,"Chr5p"
"RBBP4P1","Chr5","p","5p15.2",14797125,"Chr5p"
"MIR4637","Chr5","p","5p15.2",14825929,"Chr5p"
"HSA-MIR-4637","Chr5","p","5p15.2",14825929,"Chr5p"
"ANKH-DT","Chr5","p","5p15.2",14872332,"Chr5p"
"UQCRBP3","Chr5","p","5p15.2",14874400,"Chr5p"
"HNRNPKP5","Chr5","p","5p15.2",14877667,"Chr5p"
"SEPHS2P1","Chr5","p","5p15.2",14960232,"Chr5p"
"SEPHS1P5","Chr5","p","5p15.2",14960232,"Chr5p"
"LINC02149","Chr5","p","5p15.1",15112120,"Chr5p"
"MARK2P5","Chr5","p","5p15.1",15384220,"Chr5p"
"FBXL7","Chr5","p","5p15.1",15500180,"Chr5p"
"FBL6","Chr5","p","5p15.1",15500180,"Chr5p"
"FBL7","Chr5","p","5p15.1",15500180,"Chr5p"
"KIAA0840","Chr5","p","5p15.1",15500180,"Chr5p"
"CTD-2350J17.1","Chr5","p","5p15.1",15602189,"Chr5p"
"MIR887","Chr5","p","5p15.1",15935182,"Chr5p"
"HSA-MIR-887","Chr5","p","5p15.1",15935182,"Chr5p"
"MIRN887","Chr5","p","5p15.1",15935182,"Chr5p"
"RNA5SP178","Chr5","p","5p15.1",16033229,"Chr5p"
"RN5S178","Chr5","p","5p15.1",16033229,"Chr5p"
"MARCHF11","Chr5","p","5p15.1",16067139,"Chr5p"
"MARCH-XI","Chr5","p","5p15.1",16067139,"Chr5p"
"MARCH11","Chr5","p","5p15.1",16067139,"Chr5p"
"RNF226","Chr5","p","5p15.1",16067139,"Chr5p"
"MARCHF11-AS1","Chr5","p","5p15.1",16129114,"Chr5p"
"MARCH11-AS1","Chr5","p","5p15.1",16129114,"Chr5p"
"MARCHF11-DT","Chr5","p","5p15.1",16180238,"Chr5p"
"NACAP6","Chr5","p","5p15.1",16192088,"Chr5p"
"LINC02150","Chr5","p","5p15.1",16373361,"Chr5p"
"ZNF622","Chr5","p","5p15.1",16451519,"Chr5p"
"MGC17552","Chr5","p","5p15.1",16451519,"Chr5p"
"MGC2485","Chr5","p","5p15.1",16451519,"Chr5p"
"ZPR9","Chr5","p","5p15.1",16451519,"Chr5p"
"RETREG1","Chr5","p","5p15.1",16473038,"Chr5p"
"FAM134B","Chr5","p","5p15.1",16473038,"Chr5p"
"FLJ20152","Chr5","p","5p15.1",16473038,"Chr5p"
"JK1","Chr5","p","5p15.1",16473038,"Chr5p"
"RETREG1-AS1","Chr5","p","5p15.1",16615926,"Chr5p"
"MYO10","Chr5","p","5p15.1",16661907,"Chr5p"
"KIAA0799","Chr5","p","5p15.1",16661907,"Chr5p"
"MYOX","Chr5","p","5p15.1",16661907,"Chr5p"
"RNA5SP179","Chr5","p","5p15.1",16853994,"Chr5p"
"RN5S179","Chr5","p","5p15.1",16853994,"Chr5p"
"RPS26P28","Chr5","p","5p15.1",16902294,"Chr5p"
"RNU6-660P","Chr5","p","5p15.1",16941843,"Chr5p"
"BASP1","Chr5","p","5p15.1",17065598,"Chr5p"
"CAP-23","Chr5","p","5p15.1",17065598,"Chr5p"
"CAP23","Chr5","p","5p15.1",17065598,"Chr5p"
"NAP-22","Chr5","p","5p15.1",17065598,"Chr5p"
"NAP22","Chr5","p","5p15.1",17065598,"Chr5p"
"BASP1-AS1","Chr5","p","5p15.1",17089296,"Chr5p"
"LOC285696","Chr5","p","5p15.1",17089296,"Chr5p"
"RNA5SP180","Chr5","p","5p15.1",17156971,"Chr5p"
"RN5S180","Chr5","p","5p15.1",17156971,"Chr5p"
"DCAF13P2","Chr5","p","5p15.1",17202274,"Chr5p"
"RNU6-1003P","Chr5","p","5p15.1",17240611,"Chr5p"
"RN7SKP133","Chr5","p","5p15.1",17345616,"Chr5p"
"FTH1P10","Chr5","p","5p15.1",17353875,"Chr5p"
"FTHL10","Chr5","p","5p15.1",17353875,"Chr5p"
"LINC02111","Chr5","p","5p15.1",17378906,"Chr5p"
"LINC02217","Chr5","p","5p15.1",17403889,"Chr5p"
"LINC02218","Chr5","p","5p15.1",17444010,"Chr5p"
"H3Y2","Chr5","p","5p15.1",17490967,"Chr5p"
"H3.X","Chr5","p","5p15.1",17490967,"Chr5p"
"H3.Y.2","Chr5","p","5p15.1",17490967,"Chr5p"
"TAF11L2","Chr5","p","5p15.1",17498231,"Chr5p"
"H3P17","Chr5","p","5p15.1",17502043,"Chr5p"
"P23","Chr5","p","5p15.1",17502043,"Chr5p"
"H3P18","Chr5","p","5p15.1",17511833,"Chr5p"
"TAF11L3","Chr5","p","5p15.1",17518367,"Chr5p"
"TAF11L4","Chr5","p","5p15.1",17521801,"Chr5p"
"TAF11L5","Chr5","p","5p15.1",17525235,"Chr5p"
"TAF11L6","Chr5","p","5p15.1",17528669,"Chr5p"
"TAF11L7","Chr5","p","5p15.1",17585162,"Chr5p"
"TAF11L8","Chr5","p","5p15.1",17590364,"Chr5p"
"TAF11L9","Chr5","p","5p15.1",17593798,"Chr5p"
"TAF11L10","Chr5","p","5p15.1",17597232,"Chr5p"
"TAF11L11","Chr5","p","5p15.1",17604177,"Chr5p"
"TAF11L12","Chr5","p","5p15.1",17610496,"Chr5p"
"H3P19","Chr5","p","5p15.1",17614781,"Chr5p"
"P24","Chr5","p","5p15.1",17614781,"Chr5p"
"H3P20","Chr5","p","5p15.1",17620533,"Chr5p"
"P58","Chr5","p","5p15.1",17620533,"Chr5p"
"H3P21","Chr5","p","5p15.1",17625551,"Chr5p"
"P01","Chr5","p","5p15.1",17625551,"Chr5p"
"TAF11L13","Chr5","p","5p15.1",17632088,"Chr5p"
"TAF11L14","Chr5","p","5p15.1",17634460,"Chr5p"
"H3Y1","Chr5","p","5p15.1",17654868,"Chr5p"
"H3.Y","Chr5","p","5p15.1",17654868,"Chr5p"
"H3.Y.1","Chr5","p","5p15.1",17654868,"Chr5p"
"H3P22","Chr5","p","5p15.1",17670168,"Chr5p"
"P26","Chr5","p","5p15.1",17670168,"Chr5p"
"LINC02223","Chr5","p","5p15.1",17684584,"Chr5p"
"RPL36AP21","Chr5","p","5p15.1",18049550,"Chr5p"
"RN7SL58P","Chr5","p","5p14.3",18547312,"Chr5p"
"LINC02100","Chr5","p","5p14.3",18704433,"Chr5p"
